1,Golden State Warriors
2,Cleveland Cavaliers
3,Houston Rockets
4,Atlanta Hawks
5,Los Angeles Clippers
6,Chicago Bulls
7,Memphis Grizzlies
8,Washington Wizards
9,San Antonio Spurs
10,Brooklyn Nets
11,Dallas Mavericks
12,Milwaukee Bucks
13,Portland Trail Blazers
14,New Orleans Pelicans
15,Toronto Raptors
16,Boston Celtics
