1,Golden State Warriors
2,Cleveland Cavaliers
3,Boston Celtics
4,Houston Rockets
5,Utah Jazz
6,Philadelphia 76ers
7,Toronto Raptors
8,New Orleans Pelicans
9,Milwaukee Bucks
10,Indiana Pacers
11,Washington Wizards
12,Oklahoma City Thunder
13,Miami Heat
14,Minnesota Timberwolves
15,San Antonio Spurs
16,Portland Trail Blazers
