1,Los Angeles Lakers
2,Miami Heat
3,Denver Nuggets
4,Boston Celtics
5,Los Angeles Clippers
6,Houston Rockets
7,Toronto Raptors
8,Milwaukee Bucks
9,Utah Jazz
10,Oklahoma City Thunder
11,Dallas Mavericks
12,Orlando Magic
13,Portland Trail Blazers
14,Brooklyn Nets
15,Indiana Pacers
16,Philadelphia 76ers
